image_id,class_id,x_center,y_center,width,height,confidence
000003_jpg.rf.8511b9c219dbf9799a6d58900b15917d.jpg,7,0.49872298538684845,0.47926683723926544,0.46649643778800964,0.6424278914928436,0.94873046875
000006_jpg.rf.89610ec419ccfab22f8314026b90ee26.jpg,7,0.3750000074505806,0.1655649095773697,0.2782451957464218,0.3311298191547394,0.947265625
000006_jpg.rf.89610ec419ccfab22f8314026b90ee26.jpg,0,0.2530048117041588,0.7656250298023224,0.016225948929786682,0.02163463830947876,0.0013885498046875
00000_00000_00003_png.rf.d18afc3c9625ffb1974029d3e3762aee.jpg,6,0.5181039869785309,0.5084134638309479,0.5743690133094788,0.5769230723381042,0.931640625
00000_00000_00003_png.rf.d18afc3c9625ffb1974029d3e3762aee.jpg,6,0.859375,0.10126202553510666,0.28125,0.20252405107021332,0.0031719207763671875
00000_00000_00005_png.rf.ab60a274676963d378f5014e89d9e2b1.jpg,6,0.5369591563940048,0.5270432904362679,0.6171875298023224,0.6165865510702133,0.9306640625
00000_00000_00006_png.rf.9d1ea68507aff6973a1dbcdc6f4422a8.jpg,6,0.53034857660532,0.551006630063057,0.5943509787321091,0.5951021611690521,0.93115234375
00000_00000_00008_png.rf.ff305dcd6e9ceb9188937311a4a1b207.jpg,6,0.5123197138309479,0.5072115585207939,0.6496394276618958,0.6274038702249527,0.93017578125
00000_00000_00008_png.rf.ff305dcd6e9ceb9188937311a4a1b207.jpg,6,0.06745793670415878,0.11613582074642181,0.13491587340831757,0.23227164149284363,0.056640625
00000_00000_00008_png.rf.ff305dcd6e9ceb9188937311a4a1b207.jpg,1,0.5606971383094788,0.017437275499105453,0.03545677661895752,0.03487455099821091,0.0236053466796875
00000_00000_00008_png.rf.ff305dcd6e9ceb9188937311a4a1b207.jpg,1,0.13596754893660545,0.20237381011247635,0.028245188295841217,0.056790873408317566,0.0035114288330078125
00000_00000_00013_png.rf.9076cbfc7f7811fa22547539a7e7ac02.jpg,6,0.5342548340559006,0.503605805337429,0.7031250298023224,0.7115385085344315,0.94140625
00000_00000_00013_png.rf.9076cbfc7f7811fa22547539a7e7ac02.jpg,6,0.08405949519510614,0.061748798936605453,0.16781850960978772,0.12349759787321091,0.0030269622802734375
00000_00000_00017_png.rf.6c2381a6a103a041f23159fbd44868ed.jpg,6,0.5318509936332703,0.5264423340559006,0.748798131942749,0.7343750298023224,0.9453125
00000_00000_00021_png.rf.0803f8eb5b4566c44100cfef9d0bfa8e.jpg,6,0.5294471457600594,0.5354567542672157,0.7848558276891708,0.7968750447034836,0.94775390625
00000_00000_00021_png.rf.0803f8eb5b4566c44100cfef9d0bfa8e.jpg,6,0.7510516941547394,0.7902644276618958,0.49789661169052124,0.4194711446762085,0.0015974044799804688
00000_00000_00024_png.rf.8b21eb79678eed47df52a9ab4319bc08.jpg,6,0.5057091675698757,0.5078125074505806,0.8347356393933296,0.8329326957464218,0.95166015625
00000_00001_00008_png.rf.936b0185c3b9131c96d42d60a5da1abb.jpg,6,0.5312500149011612,0.5294471234083176,0.5877403914928436,0.6045673191547394,0.939453125
00000_00001_00008_png.rf.936b0185c3b9131c96d42d60a5da1abb.jpg,6,0.09833233803510666,0.11125300824642181,0.19666467607021332,0.22250601649284363,0.0117340087890625
00000_00001_00008_png.rf.936b0185c3b9131c96d42d60a5da1abb.jpg,7,0.09690505266189575,0.11095252633094788,0.1938101053237915,0.22190505266189575,0.005687713623046875
